chain_id,index,address,holding_amount
56,10000,0x5225030ac8D5072aC9695B7ec1FB4d9A41f84F53,83.01655671375244
56,10001,0x8732044D900Fc1Db9F50E0a67e4FEc711Be99f5d,83.00320981088932
56,10002,0x75b1E05cA4e12B0F9E9b666DA6D097486F3D1FF1,83.00124996695628
56,10003,0xccD01c8Ff2701b42B054b1775Aefed0e35C617e6,83.00716141673175
56,10004,0x2822f4428FAb67a58617C24d57da761cAe225A6a,83.01
56,10005,0x70D774E01b10DE442590c4034913E9C67DEEb92F,83.00246379399259
56,10006,0xfEc6421b4262283a93Daac78Cc28724f8986BF25,83.01
56,10007,0xCb1E6848af31f99d5e82d225d17e5B2129af7d33,83.01
56,10008,0x5aD0d9FA17a5bbf88ACDA5eA076d67b99a6108Bd,83.01
56,10009,0x6E791eD54770ce4158CEBa7a1E98369E77579a96,83.01
56,10010,0xB1a5d283612419CfB4F145585253470633a9EA0A,83.00467017147237
56,10011,0x694b22f5c26cAC4eEafd50f7a95607202a688C57,83.0026468724864
56,10012,0xDdB065401e97C8D1A1F8a9875315DA593e8C3034,83.00758829653041
56,10013,0xD6E8B6C25CCc5b37431b236616631098957Fdd9e,83.00000000281402
56,10014,0x525a4b02aeE86Bd197264932057c6c2219c8c600,83.01
56,10015,0x5D21ef3cdCa7E81B6C3d36e84c8cFFb653282547,83.00000000750339
56,10016,0x8AD779334Ba17b8405D2B9F9dc3E4338bEf59Bab,83.01
56,10017,0xf9520E95508e5915B8E89e7C7E43832Fd989e299,83.01
56,10018,0xc5A950B416E6A588f9F795A200ee083450a81738,83.00029166405196
56,10019,0xB096d12E4F34361157f36D621644DA10e76d237d,83.00000000336475
56,10020,0xFABd3444F4B0e84655a610F510C77cBA8FC8A9fC,83.00906907801101
56,10021,0x3F15e362F3Bf0B0B3d095d8aBf0d171BaAA312fb,83.01
56,10022,0xbC01A7504CC4d8a521eB5B75B73192854A554D96,83.01
56,10023,0x6e2e4515752fB95208550b0745c892115Df054E0,83.00402652400244
56,10024,0xC50a6a87F3BaD88feb94C1BfeB6dCeA024e4F391,83.01
56,10025,0x7695C3aE102ba4Eb7Ef5FEf3109276729D29f49C,83.0056723458958
56,10026,0x7dE37CAefDE17A1b4a9Ab280d7E9eD1cBC2C0A90,83.01
56,10027,0x74c1ECd18EF1455DC5f9454430029E70C82375E9,83.00618372726804
56,10028,0x330e9d0cDF5bEA6cFD9D98242E41aB36e42EFa9D,83.01
56,10029,0x7a3E2B95CC66C270458F346ce896F27759B18329,83.01
56,10030,0x357511381B38c8A796bde6597D54A539F997a2D7,83.01
56,10031,0x890B01561e90d71e939aA3AB7242D16AFd904Af0,83.00626029136542
56,10032,0x2AEed86740E8F7EED727AbAB035859FA243518Fb,83.00000000925559
56,10033,0x53C8E6d33FEf6164B6f41192417eC18c990F4bb7,83.00349052367851
56,10034,0x55654d2857E043c4C29eDc762f70240d9b085619,83.00000000863457
56,10035,0xF1C0a2A6aDDe0472885f1d9C379AeF066e6d0E3C,83.01
56,10036,0xD20C5489BD859BfC32272f01E3B1cfebDac77227,83.01
56,10037,0x16B9309BC24be4B236CaEaEBAe8bA137AfBf19F3,83.01
56,10038,0x010Ca08B7F78b2e243ee9C5334Bd315B3aE3Dc74,83.00611185639869
56,10039,0xE5c9c2dBa41824057B27841e89ff3C5C9cf7DB75,83.0082027780025
56,10040,0x464fa48743D8468AF7f3163CD40380da0b57338B,83.00304359312922
56,10041,0x2b0783Ce1841d7e22A48641a4bB29cfB175f059F,83.00141124452713
56,10042,0x7F92c381e04F0eF3771379340331E8F6c5FCf25a,83.00821305881203
56,10043,0xC599AE14934b3678A3Edc78B6C4bcd4A8AAD8498,83.01
56,10044,0x96fbfEeC481D35f77F2D1bB7678E70505F083e45,83.01
56,10045,0x0f41A9fce721b2c1cB2A028FF2BaadF973085b83,83.0000000068061
56,10046,0x2A8dd48A0c7e7BFA107e19c939e063A34eD7Ad52,83.00709573950988
56,10047,0x10759E9766c94FB5954fE764a10338e5718F57FB,83.00977491246772
56,10048,0xC557E6d6e52E5C2807F3aBAE19E522f70036b94e,83.0079720954297
56,10049,0xe23FF355634333BAf3f47ba9c649AAc1a011F82E,83.00000000666913
56,10050,0xdaB8AC28C50EAC45a1B33D93866e562B709BAff5,83.01
56,10051,0x84A9901dDBcB41a23436E973587E03448414b539,83.01
56,10052,0x8611Ba78A6D09F9Bc21A43fE2605713B7Ef25194,83.01
56,10053,0x5a3B82354ED00C528B8176d4f56937c15F41bc10,83.01
56,10054,0x5de91577EcFDdF8825D56b59d106D32bb3F2f7aC,83.00877504883299
56,10055,0x422f07ddAE0576A1222f8A5001fb4CFC73Fe1b95,83.01
56,10056,0x3dD4bB2301fACAaD40d3a2EEC20a5603fd48C847,83.01
56,10057,0xf7aa019db98045F16c9724Ee2e16Ecef38040eb4,83.00839807546157
56,10058,0xe557b7Dac8b3cC29A91e696700a3b4EFCd445148,83.00000000027524
56,10059,0x7FeeE94C1983E1cB109fB4c2AA4e6D6592bbA69b,83.01
56,10060,0x52e13296f17dC04521546C7C71278ba4b3E27074,83.0000000065248
